date,region,infected,recovered,dead
2020-03-09,Ставропольский край,0,0,0
2020-03-09,Тамбовская область,0,0,0
2020-03-09,Тверская область,0,0,0
2020-03-09,Томская область,0,0,0
2020-03-09,Тульская область,0,0,0
2020-03-09,Тюменская область,0,0,0
2020-03-09,Удмуртская Республика,0,0,0
2020-03-09,Ульяновская область,0,0,0
2020-03-09,Хабаровский край,0,0,0
2020-03-09,Ханты-Мансийский автономный округ — Югра,0,0,0
2020-03-09,Челябинская область,0,0,0
2020-03-09,Чеченская Республика,0,0,0
2020-03-09,Чувашская Республика,0,0,0
2020-03-09,Чукотский автономный округ,0,0,0
2020-03-09,Ямало-Ненецкий автономный округ,0,0,0
2020-03-09,Ярославская область,0,0,0
2020-03-10,Алтайский край,0,0,0
2020-03-10,Амурская область,0,0,0
2020-03-10,Архангельская область,0,0,0
2020-03-10,Астраханская область,0,0,0
2020-03-10,Белгородская область,1,0,0
2020-03-10,Брянская область,0,0,0
2020-03-10,Владимирская область,0,0,0
2020-03-10,Волгоградская область,0,0,0
2020-03-10,Вологодская область,0,0,0
2020-03-10,Воронежская область,0,0,0
2020-03-10,Еврейская автономная область,0,0,0
2020-03-10,Забайкальский край,0,0,0
2020-03-10,Ивановская область,0,0,0
2020-03-10,Иркутская область,0,0,0
2020-03-10,Кабардино-Балкарская Республика,0,0,0
2020-03-10,Калининградская область,1,0,0
2020-03-10,Калужская область,0,0,0
2020-03-10,Камчатский край,0,0,0
2020-03-10,Карачаево-Черкесская Республика,0,0,0
2020-03-10,Кемеровская область,0,0,0
2020-03-10,Кировская область,0,0,0
2020-03-10,Костромская область,0,0,0
2020-03-10,Краснодарский край,0,0,0
2020-03-10,Красноярский край,0,0,0
2020-03-10,Курганская область,0,0,0
2020-03-10,Курская область,0,0,0
2020-03-10,Ленинградская область,0,0,0
2020-03-10,Липецкая область,3,0,0
2020-03-10,Магаданская область,0,0,0
2020-03-10,Москва,11,0,0
2020-03-10,Московская область,2,0,0
2020-03-10,Мурманская область,0,0,0
2020-03-10,Ненецкий автономный округ,0,0,0
2020-03-10,Нижегородская область,1,0,0
2020-03-10,Новгородская область,0,0,0
2020-03-10,Новосибирская область,0,0,0
2020-03-10,Омская область,0,0,0
2020-03-10,Оренбургская область,0,0,0
2020-03-10,Орловская область,0,0,0
2020-03-10,Пензенская область,0,0,0
2020-03-10,Пермский край,0,0,0
2020-03-10,Приморский край,0,0,0
2020-03-10,Псковская область,0,0,0
2020-03-10,Республика Адыгея,0,0,0
2020-03-10,Республика Алтай,0,0,0
2020-03-10,Республика Башкортостан,0,0,0
2020-03-10,Республика Бурятия,0,0,0
2020-03-10,Республика Дагестан,0,0,0
2020-03-10,Республика Ингушетия,0,0,0
2020-03-10,Республика Калмыкия,0,0,0
2020-03-10,Республика Карелия,0,0,0
2020-03-10,Республика Коми,0,0,0
2020-03-10,Республика Крым,0,0,0
2020-03-10,Республика Марий Эл,0,0,0
2020-03-10,Республика Мордовия,0,0,0
2020-03-10,Республика Саха (Якутия),0,0,0
2020-03-10,Республика Северная Осетия — Алания,0,0,0
2020-03-10,Республика Татарстан,0,0,0
2020-03-10,Республика Тыва,0,0,0
2020-03-10,Республика Хакасия,0,0,0
2020-03-10,Ростовская область,0,0,0
2020-03-10,Рязанская область,0,0,0
2020-03-10,Самарская область,0,0,0
2020-03-10,Санкт-Петербург,1,0,0
2020-03-10,Саратовская область,0,0,0
2020-03-10,Сахалинская область,0,0,0
2020-03-10,Свердловская область,0,0,0
2020-03-10,Севастополь,0,0,0
2020-03-10,Смоленская область,0,0,0
2020-03-10,Ставропольский край,0,0,0
2020-03-10,Тамбовская область,0,0,0
2020-03-10,Тверская область,0,0,0
2020-03-10,Томская область,0,0,0
2020-03-10,Тульская область,0,0,0
2020-03-10,Тюменская область,0,0,0
2020-03-10,Удмуртская Республика,0,0,0
2020-03-10,Ульяновская область,0,0,0
2020-03-10,Хабаровский край,0,0,0
2020-03-10,Ханты-Мансийский автономный округ — Югра,0,0,0
2020-03-10,Челябинская область,0,0,0
2020-03-10,Чеченская Республика,0,0,0
2020-03-10,Чувашская Республика,0,0,0
2020-03-10,Чукотский автономный округ,0,0,0
2020-03-10,Ямало-Ненецкий автономный округ,0,0,0
2020-03-10,Ярославская область,0,0,0
2020-03-11,Алтайский край,0,0,0
2020-03-11,Амурская область,0,0,0
2020-03-11,Архангельская область,0,0,0
2020-03-11,Астраханская область,0,0,0
2020-03-11,Белгородская область,1,0,0
2020-03-11,Брянская область,0,0,0
2020-03-11,Владимирская область,0,0,0
2020-03-11,Волгоградская область,0,0,0
2020-03-11,Вологодская область,0,0,0
2020-03-11,Воронежская область,0,0,0
2020-03-11,Еврейская автономная область,0,0,0
2020-03-11,Забайкальский край,0,0,0
2020-03-11,Ивановская область,0,0,0
2020-03-11,Иркутская область,0,0,0
2020-03-11,Кабардино-Балкарская Республика,0,0,0
2020-03-11,Калининградская область,1,0,0
2020-03-11,Калужская область,0,0,0
2020-03-11,Камчатский край,0,0,0
2020-03-11,Карачаево-Черкесская Республика,0,0,0
2020-03-11,Кемеровская область,0,0,0
2020-03-11,Кировская область,0,0,0
2020-03-11,Костромская область,0,0,0
2020-03-11,Краснодарский край,0,0,0
2020-03-11,Красноярский край,0,0,0
2020-03-11,Курганская область,0,0,0
2020-03-11,Курская область,0,0,0
2020-03-11,Ленинградская область,0,0,0
2020-03-11,Липецкая область,3,0,0
2020-03-11,Магаданская область,0,0,0
2020-03-11,Москва,17,0,0
2020-03-11,Московская область,4,0,0
2020-03-11,Мурманская область,0,0,0
2020-03-11,Ненецкий автономный округ,0,0,0
2020-03-11,Нижегородская область,1,0,0
2020-03-11,Новгородская область,0,0,0
2020-03-11,Новосибирская область,0,0,0
2020-03-11,Омская область,0,0,0
2020-03-11,Оренбургская область,0,0,0
2020-03-11,Орловская область,0,0,0
2020-03-11,Пензенская область,0,0,0
2020-03-11,Пермский край,0,0,0
2020-03-11,Приморский край,0,0,0
2020-03-11,Псковская область,0,0,0
2020-03-11,Республика Адыгея,0,0,0
2020-03-11,Республика Алтай,0,0,0
2020-03-11,Республика Башкортостан,0,0,0
2020-03-11,Республика Бурятия,0,0,0
2020-03-11,Республика Дагестан,0,0,0
2020-03-11,Республика Ингушетия,0,0,0
2020-03-11,Республика Калмыкия,0,0,0
2020-03-11,Республика Карелия,0,0,0
2020-03-11,Республика Коми,0,0,0
2020-03-11,Республика Крым,0,0,0
2020-03-11,Республика Марий Эл,0,0,0
